rank,citation_group,priority_score,status,date,type,title,chapter,next_action,source_note_draft,catalog_url,pdf_url
55,Verify Time and Placement,45,chronology,1995-12-14,Memcon,"Memorandum of Conversation - Quadrilateral Meeting with Tudjman, Izetbegovic, and Milosevic",Crisis Security Files,Verify Washington time/date line before copying citation into document sequence.,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Declassified Documents concerning Bosnia, Release 2011-0964-M, Item 36589. Confidential. Extracted from source packet PDF pages 47-50; 4 document pages counted. Review PDF includes a packet annotation sheet.",https://clinton.presidentiallibraries.us/items/show/36589,https://clinton.presidentiallibraries.us/files/original/1e07f85597e7a0a171bbd0b1ad67cdf1.pdf
56,Verify Time and Placement,45,chronology,1995-12-29,Telcon,Memorandum of Telephone Conversation with Prime Minister Gonzalez of Spain,Crisis Security Files,Verify Washington time/date line before copying citation into document sequence.,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Declassified Documents, Telcons - Memoranda of Telephone Conversations, Release 2015-0548-M, Item 118882. Confidential.",https://clinton.presidentiallibraries.us/items/show/118882,https://clinton.presidentiallibraries.us/files/original/ae9e3a0518a1b5a26c056728119ef124.pdf
57,Verify Time and Placement,45,chronology,1996-01-12,Telcon,Memorandum of Telephone Conversation with NATO Secretary General Javier Solana,Crisis Security Files,Verify Washington time/date line before copying citation into document sequence.,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Declassified Documents, Telcons - Memoranda of Telephone Conversations, Release 2015-0548-M, Item 118893. Confidential.",https://clinton.presidentiallibraries.us/items/show/118893,https://clinton.presidentiallibraries.us/files/original/f8b6890c6d7dfef3a11f9ca3a7c5cbe8.pdf
58,Verify Time and Placement,45,chronology,1996-01-13,Memcon,Memorandum of Conversation - President Arpad Goncz of Hungary and President Michal Kovac of Slovakia,NATO Strategy and Enlargement,Verify Washington time/date line before copying citation into document sequence.,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Declassified Documents, Memcons - Memoranda of Conversation, Item 101453. Confidential.",https://clinton.presidentiallibraries.us/items/show/101453,https://clinton.presidentiallibraries.us/files/original/37bfb089f2eb05cc971a5706efdfad91.pdf
59,Verify Time and Placement,45,chronology,1996-02-01,Memcon,Memorandum of Conversation - President Jacques Chirac of France,Crisis Security Files,Verify Washington time/date line before copying citation into document sequence.,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Declassified Documents, Memcons - Memoranda of Conversation, Release 2017-0775-M, Item 118557. Confidential.",https://clinton.presidentiallibraries.us/items/show/118557,https://clinton.presidentiallibraries.us/files/original/68af641d3dc8eaa3c5cc901c5e408010.pdf
60,Verify Time and Placement,45,chronology,1996-02-20,Memcon,Memorandum of Conversation with NATO Secretary General Javier Solana,Crisis Security Files,Verify Washington time/date line before copying citation into document sequence.,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Declassified Documents, Memcons - Memoranda of Conversation, Release 2015-0548-M, Item 118892. Confidential.",https://clinton.presidentiallibraries.us/items/show/118892,https://clinton.presidentiallibraries.us/files/original/117489cc862f24878cd36e7bb915cb76.pdf
61,Verify Time and Placement,45,chronology,1996-06-03,Memcon,Memorandum of Conversation - Former President Lech Walesa of Poland,NATO Strategy and Enlargement,Verify Washington time/date line before copying citation into document sequence.,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Declassified Documents, Memcons - Memoranda of Conversation, Release 2015-0780-M, Item 118499. Confidential.",https://clinton.presidentiallibraries.us/items/show/118499,https://clinton.presidentiallibraries.us/files/original/d38254e42b9f25ea4c5737c005187a37.pdf
62,Verify Time and Placement,45,chronology,1996-06-25,Memcon,"Memorandum of Conversation - President Guntis Ulmanis of Latvia, President Algirdas Brazauskas of Lithuania, and President Lennart Meri of Estonia",NATO Strategy and Enlargement,Verify Washington time/date line before copying citation into document sequence.,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Declassified Documents, Memcons - Memoranda of Conversation, Release 2014-0656-M, Item 101467. Secret.",https://clinton.presidentiallibraries.us/items/show/101467,https://clinton.presidentiallibraries.us/files/original/6fef6ada21b09fbd2afda36dbf939461.pdf
63,Verify Time and Placement,45,chronology,1996-07-27,Memcon,Memorandum of Conversation - President Jacques Chirac of France,Crisis Security Files,Verify Washington time/date line before copying citation into document sequence.,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Declassified Documents, Memcons - Memoranda of Conversation, Release 2017-0775-M, Item 118559. Confidential.",https://clinton.presidentiallibraries.us/items/show/118559,https://clinton.presidentiallibraries.us/files/original/7f7c0abad83939010beb7d34b1acaba1.pdf
64,Verify Time and Placement,45,chronology,1997-03-05,Telcon,Museum of Telephone Conversation - Chancellor Helmut Kohl of Germany,European Security Architecture,Verify Washington time/date line before copying citation into document sequence.,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Declassified Documents, Telcons - Memoranda of Telephone Conversations, Release 2015-0776-M, Item 101474. Secret.",https://clinton.presidentiallibraries.us/items/show/101474,https://clinton.presidentiallibraries.us/files/original/5324211d8de2a99a37b628367fdee5d1.pdf
65,Verify Time and Placement,45,chronology,1997-05-19,Memcon,Memorandum of Conversation with NATO Secretary General Solana,Crisis Security Files,Verify Washington time/date line before copying citation into document sequence.,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Declassified Documents, Memcons - Memoranda of Conversation, Release 2015-0548-M, Item 118891. Confidential.",https://clinton.presidentiallibraries.us/items/show/118891,https://clinton.presidentiallibraries.us/files/original/a583efc92629c4b4c49c328f66efb044.pdf
66,Verify Time and Placement,45,chronology,1997-07-07,Memcon,Memorandum of Conversation with NATO Secretary General Solana,Crisis Security Files,Verify Washington time/date line before copying citation into document sequence.,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Declassified Documents, Memcons - Memoranda of Conversation, Release 2015-0549-M, Item 118890. Confidential.",https://clinton.presidentiallibraries.us/items/show/118890,https://clinton.presidentiallibraries.us/files/original/4ccaa957fa70635fc079c9b10006dd17.pdf
67,Verify Time and Placement,45,chronology,1997-07-09,Memcon,Memorandum of Conversation - President Leonid Kuchma of Ukraine,NATO-Russia and Partnership,Verify Washington time/date line before copying citation into document sequence.,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Declassified Documents, Memcons - Memoranda of Conversation, Item 101470. Confidential.",https://clinton.presidentiallibraries.us/items/show/101470,https://clinton.presidentiallibraries.us/files/original/304ee46e4f0986bbcf617eb4aed17ad1.pdf
68,Verify Time and Placement,45,chronology,1997-10-21,Telcon,Museum of Telephone Conversation - Chancellor Helmut Kohl of Germany,European Security Architecture,Verify Washington time/date line before copying citation into document sequence.,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Declassified Documents, Telcons - Memoranda of Telephone Conversations, Release 2015-0776-M, Item 101477. Confidential.",https://clinton.presidentiallibraries.us/items/show/101477,https://clinton.presidentiallibraries.us/files/original/3f30316ef54f66b11ea44aab7a663b3e.pdf
69,Verify Time and Placement,45,chronology,1998-01-16,Memcon,"Memorandum of Conversation - President Guntis Ulmanis of Latvia, President Lennart Meri of Estonia, and President Algirdas Brazauskas of Lithuania",NATO Strategy and Enlargement,Verify Washington time/date line before copying citation into document sequence.,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Declassified Documents, Memcons - Memoranda of Conversation, Release 2014-0656-M, Item 118565. Secret.",https://clinton.presidentiallibraries.us/items/show/118565,https://clinton.presidentiallibraries.us/files/original/c9e50ea35d7e380c704747bc312cf21a.pdf
70,Verify Time and Placement,45,chronology,1998-05-02,Telcon,Memorandum of Telephone conversation with NATO Secretary General Solana,European Security Architecture,Verify Washington time/date line before copying citation into document sequence.,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Declassified Documents, Telcons - Memoranda of Telephone Conversations, Release 2015-0548-M, Item 118889. Confidential.",https://clinton.presidentiallibraries.us/items/show/118889,https://clinton.presidentiallibraries.us/files/original/11d052c456f355d767263bf051e4efe7.pdf
71,Verify Time and Placement,45,chronology,1998-05-04,Telcon,Memorandum of Telephone Conversation - President Vaclav Havel of the Czech Republic,NATO-Russia and Partnership,Verify Washington time/date line before copying citation into document sequence.,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Declassified Documents, Telcons - Memoranda of Telephone Conversations, Release 2015-0773-M, Item 101537. No classification marking.",https://clinton.presidentiallibraries.us/items/show/101537,
72,Verify Time and Placement,45,chronology,1998-05-06,Memcon,Memorandum of Conversation - Prime Minister Romano Prodi of Italy,Crisis Security Files,Verify Washington time/date line before copying citation into document sequence.,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Declassified Documents, Memcons - Memoranda of Conversation, Release 2015-0755-M, Item 101540. Confidential.",https://clinton.presidentiallibraries.us/items/show/101540,https://clinton.presidentiallibraries.us/files/original/0558ee545f56589a7cbf670e78115cc4.pdf
73,Verify Time and Placement,45,chronology,1998-05-17,Memcon,Memorandum of Conversation - President Boris Yeltsin of Russia,Crisis Security Files,Verify Washington time/date line before copying citation into document sequence.,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Declassified Documents, Memcons - Memoranda of Conversation, Release 2015-0782-M-2, Item 101528. Confidential.",https://clinton.presidentiallibraries.us/items/show/101528,https://clinton.presidentiallibraries.us/files/original/de36fdf16dd4aee1a6215050f89ba430.pdf
